index,country,surveyelapse,GS1,GS2,GS3,GS4,GS5,GS6,GS7,GS8,GS9,GS10,GS11,GS12,VCL1,VCL2,VCL3,VCL4,VCL5,VCL7,VCL8,VCL10,VCL11,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,operatingsystem,browser,introelapse,testelapse,Extraversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Grit,highgrit
1438,BG,499,5,2,3,3,2,5,3,3,5,3,4,5,1,1,0,1,1,0,0,1,0,0,0,1,1,High school,Urban,Female,No,20,Right,Christian (Other),Heterosexual,Indigenous/Native/White,Yes,Never married,2,3,3,3,4,3,2,2,3,5,3,2,4,1,2,4,2,5,5,4,1,4,3,5,4,4,5,4,3,2,3,3,5,2,5,4,4,4,5,4,5,4,4,4,3,4,4,5,4,5,4,Windows,Chrome,31,411,3.1,3.0,3.7,4.1,4.1,3.5833333333333335,1
1439,RO,442,5,1,1,5,1,4,3,1,2,3,1,5,1,0,0,1,1,0,0,1,0,0,0,1,1,High school,Urban,Female,No,20,Right,Muslim,Heterosexual,Arab,No,Never married,4,4,5,3,5,5,5,4,2,4,1,4,5,2,2,2,4,2,1,2,4,5,5,5,5,2,5,5,3,5,5,2,1,5,2,1,2,2,2,1,4,5,1,5,5,5,5,5,1,5,5,Macintosh,Safari,69,773,3.8,2.8,4.5,2.2,4.2,2.6666666666666665,0
1440,DE,327,4,1,3,2,1,3,1,1,2,3,2,3,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Female,No,22,Right,Atheist,Bisexual,,No,Never married,2,3,3,2,3,3,3,3,4,3,4,2,2,2,2,2,3,2,2,1,3,2,1,2,3,3,2,2,4,1,3,2,2,3,2,3,3,3,1,1,3,3,3,4,4,3,4,3,2,4,3,Windows,Chrome,3,346,3.1,2.1,2.3,2.3,3.3,2.1666666666666665,0
1444,US,163,5,4,3,5,5,5,5,4,5,5,3,5,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Female,Yes,18,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,3,4,4,3,5,1,5,1,3,3,1,5,4,2,1,5,5,5,5,5,5,4,4,4,3,3,2,5,4,4,4,5,5,5,5,3,5,5,3,5,3,1,5,5,5,5,5,4,1,5,5,Windows,Chrome,3,189,3.0,4.2,3.7,4.4,4.1,4.5,1
1447,CA,163,5,2,3,4,4,5,3,1,3,2,1,5,1,1,0,1,1,0,1,1,0,0,1,1,1,High school,Suburban,Female,Yes,32,Right,Agnostic,Heterosexual,Indigenous/Native/White,No,Currently married,2,4,4,5,3,4,4,3,2,4,4,3,5,3,4,3,5,2,4,4,5,5,5,4,5,4,5,4,5,5,5,4,3,5,4,4,4,4,3,4,3,4,5,5,5,5,5,5,3,5,5,Linux,Chrome,10,179,3.7,3.8,4.7,3.8,4.7,3.1666666666666665,0
1450,SE,125,4,1,2,4,2,4,2,3,3,2,2,3,1,0,0,1,1,0,0,1,0,0,0,0,1,High school,Rural,Female,No,18,Right,Agnostic,Bisexual,Indigenous/Native/White,Yes,Never married,2,4,4,3,3,1,3,2,3,3,2,3,4,2,2,1,5,1,1,4,2,5,4,4,5,4,5,4,4,4,2,2,2,3,3,3,2,3,3,2,4,5,3,4,3,4,5,4,5,4,4,Windows,Chrome,182,165,2.8,2.5,4.1,2.7,4.1,2.6666666666666665,0
1453,US,153,4,1,3,2,1,4,3,2,2,4,4,3,1,1,1,1,1,0,0,1,0,1,1,1,1,Less than high school,Suburban,Female,Yes,32,Right,Agnostic,Bisexual,Asian,Yes,Never married,1,5,5,2,4,4,1,5,4,2,2,2,2,2,2,4,5,2,2,4,2,4,4,4,3,4,2,3,3,5,5,1,1,2,1,1,1,1,2,3,2,5,5,5,5,4,1,5,5,5,5,iOS,Safari,4,193,3.4,2.7,3.7,1.5,4.5,2.75,0
1455,US,134,5,3,4,5,4,4,4,4,3,5,3,3,1,1,0,1,1,1,1,1,0,1,1,1,1,Graduate,Suburban,Male,No,31,Both,Hindu,Heterosexual,Asian,No,Currently married,2,4,2,5,4,4,4,2,4,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,3,4,1,1,2,3,3,2,2,4,5,4,5,4,5,5,3,5,4,Windows,Chrome,4,151,3.8,4.6,4.9,2.4,4.4,3.9166666666666665,1
1457,AU,231,5,4,4,4,4,5,3,4,3,3,4,5,1,1,0,1,1,0,0,1,0,1,1,0,1,High school,Suburban,Female,Yes,44,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Currently married,3,3,3,4,3,3,4,3,2,3,4,3,4,1,2,4,4,3,4,3,2,5,4,5,4,4,4,2,5,5,5,4,2,4,4,4,5,4,5,4,4,4,4,4,4,4,5,4,1,5,5,iOS,Safari,23,187,3.2,3.0,4.3,4.0,4.0,4.0,1
1459,US,241,4,2,3,3,3,5,3,4,3,4,4,5,1,1,0,1,1,0,0,1,0,1,1,1,1,Graduate,Rural,Male,Yes,46,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Previously married,4,4,5,3,3,3,2,2,2,1,2,5,4,4,1,3,4,1,2,2,2,5,4,4,4,5,5,5,4,3,3,3,4,4,3,2,3,3,3,3,2,1,3,5,3,3,5,3,2,4,3,iOS,Safari,3,374,2.7,2.8,4.2,3.0,3.2,3.5833333333333335,1
1460,US,276,5,3,4,2,1,5,4,4,5,5,3,4,1,1,1,1,1,1,0,1,1,1,1,1,1,Graduate,Suburban,Male,Yes,63,Right,Christian (Other),Heterosexual,Indigenous/Native/White,Yes,Currently married,2,3,2,4,2,5,2,5,3,5,3,3,4,3,3,3,3,4,4,3,3,5,5,5,3,5,5,5,5,5,4,3,1,5,4,5,1,3,5,4,5,5,5,5,5,5,5,5,4,4,5,Linux,Chrome,20,440,3.4,3.3,4.7,3.6,4.8,3.75,1
1463,GB,135,3,1,4,3,3,2,4,2,3,1,4,3,1,1,1,1,1,0,0,1,0,1,1,1,1,High school,Rural,Male,Yes,18,Right,Atheist,Bisexual,Indigenous/Native/White,No,Never married,2,2,5,3,4,3,4,2,4,3,1,4,4,3,1,4,3,3,2,3,2,4,4,2,3,4,2,4,4,4,3,4,4,2,5,2,5,4,4,3,3,5,5,5,5,4,5,3,4,5,4,Windows,Chrome,3,129,3.1,2.9,3.4,3.6,4.5,2.75,0
1464,GB,307,4,5,1,4,1,5,5,4,5,4,4,4,1,1,1,1,1,0,1,1,0,1,1,1,1,High school,Urban,Female,Yes,25,Right,Agnostic,Homosexual,Indigenous/Native/White,Yes,Never married,3,1,3,1,2,1,5,1,1,2,1,1,3,2,2,5,2,2,4,3,1,4,4,5,4,3,4,3,2,3,5,4,5,4,3,1,5,5,5,3,4,5,3,4,2,5,4,5,4,4,5,Windows,Microsoft Internet Explorer,30,411,1.8,2.5,3.7,3.9,4.1,3.8333333333333335,1
1465,US,135,4,3,4,3,3,4,5,5,4,5,4,5,1,1,0,1,1,0,1,1,0,1,1,1,1,Graduate,Rural,Female,Yes,28,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Never married,2,3,3,3,2,3,4,3,2,2,3,1,3,2,2,2,1,2,2,2,3,4,2,5,4,4,4,4,3,4,4,5,5,5,4,4,5,5,4,5,4,3,5,4,5,4,4,4,2,4,2,Windows,Microsoft Internet Explorer,10,192,2.8,2.0,3.8,4.6,3.7,4.083333333333333,1
1466,US,180,2,1,3,2,1,4,3,1,4,1,1,4,1,1,0,1,1,0,1,1,0,1,1,1,1,Graduate,Urban,Male,No,29,Right,Agnostic,Heterosexual,Indigenous/Native/White,No,Never married,2,3,2,3,1,2,2,1,2,2,1,3,1,1,4,1,3,4,5,2,2,5,5,4,5,4,4,4,5,5,4,4,1,5,2,1,2,4,2,4,4,5,5,5,5,5,5,5,4,5,5,Macintosh,Chrome,411,329,1.9,2.6,4.5,2.9,4.9,2.25,0
1467,IN,360,5,1,1,5,2,3,3,4,3,2,3,3,1,1,1,1,1,1,0,1,0,1,1,1,1,Graduate,Urban,Male,No,38,Right,Hindu,Heterosexual,Asian,Yes,Currently married,2,5,4,4,4,5,4,5,1,2,2,5,5,4,5,4,5,4,5,5,5,5,3,5,5,5,5,2,5,5,5,4,3,5,5,4,4,4,4,3,3,4,5,5,1,4,5,5,1,2,4,Windows,Chrome,9,499,3.6,4.7,4.5,3.9,3.6,2.9166666666666665,0
1474,US,221,4,1,2,3,2,5,2,4,4,5,2,4,1,1,0,1,1,0,0,1,0,0,1,1,1,University,Rural,Male,Yes,49,Right,Christian (Other),Homosexual,Indigenous/Native/White,No,Never married,3,4,4,3,5,4,4,3,1,1,3,3,3,2,3,3,4,2,3,3,4,5,3,4,5,5,1,3,3,5,4,4,1,3,4,1,1,3,5,2,3,4,4,5,5,4,5,2,3,4,4,iOS,Safari,16,220,3.2,3.0,3.8,2.7,4.0,3.1666666666666665,0
1477,US,230,4,3,3,2,3,3,3,1,5,5,3,5,1,1,0,0,1,0,0,1,0,0,1,1,1,University,Urban,Male,Yes,57,Right,Christian (Catholic),Heterosexual,Other,No,Currently married,3,4,4,4,2,4,5,5,4,2,2,2,4,4,2,2,2,2,4,2,2,4,4,5,2,2,2,3,3,2,2,3,3,4,3,4,2,5,3,5,3,2,4,4,4,4,5,3,3,5,5,Windows,Chrome,8,197,3.6,2.6,2.9,3.5,3.9,3.3333333333333335,1
1478,US,242,4,5,4,4,4,5,4,4,5,5,1,5,1,1,0,0,1,0,0,0,0,0,1,1,0,University,Urban,Female,Yes,59,Right,Christian (Other),Homosexual,Other,No,Currently married,5,1,1,3,1,3,1,1,1,1,1,5,3,1,3,5,3,3,3,3,3,5,3,5,5,3,5,3,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Windows,Chrome,54,192,1.4,3.2,4.2,4.8,5.0,4.166666666666667,1
1479,US,180,5,2,3,5,5,5,4,5,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,University,Suburban,Female,Yes,54,Right,Christian (Other),Heterosexual,Indigenous/Native/White,Yes,Previously married,5,4,5,5,4,4,5,4,4,4,4,3,3,2,4,3,3,3,5,3,5,5,5,3,5,4,4,5,4,4,4,4,2,4,3,3,2,2,5,4,4,5,5,4,5,4,5,4,3,4,5,Windows,Microsoft Internet Explorer,5,169,4.3,3.4,4.3,3.3,4.4,4.166666666666667,1
1480,US,98,5,1,1,4,4,5,4,4,5,5,3,5,0,0,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Female,Yes,19,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,1,4,3,3,2,1,5,4,1,1,1,1,3,1,3,3,2,1,4,3,4,5,4,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,3,5,5,4,4,4,3,4,4,2,2,5,5,Macintosh,Firefox,20,113,2.5,2.5,4.9,4.5,3.7,3.8333333333333335,1
1481,CR,136,3,4,4,3,5,4,4,4,5,4,5,4,1,1,0,1,1,0,0,1,0,1,1,1,1,Graduate,Suburban,Female,Yes,34,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Currently married,2,1,3,4,1,2,4,1,1,1,1,1,3,2,4,4,4,4,5,3,4,4,3,5,4,4,5,4,4,4,3,4,5,5,4,3,5,5,4,4,4,3,4,4,4,3,5,4,2,4,3,iOS,Safari,28,107,1.9,3.4,4.0,4.3,3.6,4.083333333333333,1
1482,US,177,3,2,4,1,2,4,1,1,4,4,3,3,1,1,0,1,1,0,0,1,0,1,1,1,1,University,Suburban,Male,Yes,23,Right,Agnostic,Heterosexual,Indigenous/Native/White,No,Never married,2,4,5,2,2,4,3,4,2,3,2,3,3,3,1,2,2,1,3,2,2,3,3,3,4,1,3,2,2,3,4,1,3,4,2,2,3,3,1,2,3,2,2,3,3,2,3,3,3,4,3,Windows,Chrome,15,186,3.1,2.2,2.8,2.4,2.8,2.6666666666666665,0
1483,CA,239,4,1,2,2,1,5,1,1,4,5,1,5,1,1,0,1,1,0,0,1,0,0,1,1,1,University,Urban,Female,Yes,27,Left,Christian (Other),Heterosexual,Indigenous/Native/White,No,Never married,4,2,5,4,5,4,5,5,1,2,2,1,1,1,2,1,1,1,1,1,4,5,5,3,5,5,4,5,5,5,2,2,3,5,3,4,1,5,3,3,3,5,5,5,3,5,5,5,5,5,5,Windows,Firefox,15,185,3.5,1.4,4.4,3.2,4.8,2.6666666666666665,0
1484,US,173,4,4,4,3,3,4,5,4,4,4,4,3,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Suburban,Male,Yes,18,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Never married,2,1,3,4,3,3,4,2,3,4,2,3,3,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,3,4,4,3,4,3,4,5,3,4,3,3,4,2,3,4,3,4,3,4,5,Windows,Chrome,23,145,2.9,3.5,3.7,3.7,3.5,3.8333333333333335,1
1489,US,1145,5,3,1,5,5,5,2,2,3,5,2,5,1,1,0,1,0,0,0,0,0,1,0,1,1,High school,Rural,Female,Yes,62,Right,Christian (Other),Heterosexual,Black,Yes,Currently married,8,3,5,3,1,3,5,3,1,3,1,3,5,1,1,3,3,3,5,5,1,1,5,5,5,5,5,3,5,5,5,1,5,3,5,3,1,3,3,3,3,1,3,3,5,5,3,3,1,3,3,Linux,Chrome,33,502,2.8,3.0,4.4,3.0,3.0,3.5833333333333335,1
1490,US,132,4,3,4,2,2,4,4,2,5,4,3,3,1,1,0,1,1,0,0,1,0,1,1,1,1,Less than high school,Urban,Male,Yes,19,Left,Other,Heterosexual,Indigenous/Native/White,No,Never married,2,1,3,2,2,2,3,2,2,4,1,3,4,1,2,4,4,3,3,3,2,5,4,5,4,3,5,4,3,4,3,3,2,3,3,1,4,5,4,2,4,3,4,4,5,4,4,3,2,5,4,Windows,Chrome,19,151,2.2,2.9,4.0,3.1,3.8,3.3333333333333335,1
1494,US,168,5,2,4,3,3,4,3,3,3,4,3,5,1,1,1,1,1,1,0,1,0,1,1,1,1,Graduate,,Female,Yes,52,Right,Agnostic,Homosexual,Indigenous/Native/White,No,Currently married,9,2,2,4,2,5,4,3,2,2,3,2,3,3,2,4,2,4,5,2,4,5,4,5,5,5,5,5,4,4,4,4,4,4,5,4,5,4,5,4,4,4,5,4,5,4,5,5,3,5,4,iOS,Safari,7,185,2.9,3.1,4.6,4.3,4.4,3.5,1
1495,VN,547,3,1,2,2,3,2,2,1,2,2,3,2,1,1,0,1,1,0,0,1,0,0,0,1,1,University,Urban,Female,No,21,Right,,Heterosexual,Asian,No,Never married,2,3,2,2,2,3,2,1,2,4,2,2,2,1,2,1,2,3,2,3,2,2,3,5,5,2,4,2,3,5,3,2,3,5,2,4,3,4,3,3,3,3,3,4,4,3,4,4,3,4,4,Macintosh,Chrome,4,840,2.3,2.0,3.4,3.2,3.6,2.0833333333333335,0
1497,CA,131,5,2,3,5,2,3,3,3,4,5,3,4,1,1,1,1,1,0,0,1,0,1,1,1,1,University,Suburban,Male,Yes,26,Right,Other,Bisexual,Indigenous/Native/White,No,Never married,3,3,5,1,3,4,4,1,2,4,1,2,2,4,2,5,2,1,1,1,2,2,4,2,4,4,3,4,2,2,3,4,4,2,4,2,4,4,2,3,4,4,5,4,5,2,5,3,4,5,4,Macintosh,Safari,5,174,2.8,2.2,3.0,3.3,4.1,3.5,1
1498,MY,186,3,2,5,3,5,3,4,1,3,1,3,2,1,1,0,1,1,0,0,1,0,0,0,1,1,High school,Suburban,Female,No,20,Right,Muslim,Heterosexual,Asian,No,Never married,7,2,5,3,2,1,5,1,1,1,1,2,2,1,3,3,1,1,2,2,3,5,5,3,4,5,5,5,5,5,3,1,2,4,2,2,2,4,3,3,3,2,2,5,5,4,4,4,2,2,3,Linux,Chrome,19,151,2.2,2.0,4.5,2.6,3.3,2.9166666666666665,0
1500,US,175,5,1,1,5,1,5,1,1,2,1,1,4,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Rural,Male,Yes,19,Right,Christian (Other),Homosexual,Indigenous/Native/White,No,Never married,2,5,5,5,4,5,5,4,5,5,2,5,2,5,4,4,5,2,2,5,5,4,5,4,3,2,4,4,3,1,2,2,3,2,2,3,3,1,3,1,2,5,5,5,5,5,5,5,2,4,5,iOS,Safari,15,293,4.5,3.9,3.2,2.2,4.6,2.3333333333333335,0
1501,AU,125,5,3,3,3,4,4,3,4,4,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Graduate,Rural,Male,Yes,38,Right,Agnostic,Heterosexual,Indigenous/Native/White,No,Currently married,3,2,1,3,1,2,2,1,1,2,1,2,2,2,3,3,3,3,4,3,3,5,3,5,4,4,4,4,4,4,4,4,3,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,5,4,iOS,Safari,307,157,1.6,2.8,4.1,3.8,4.1,3.8333333333333335,1
1503,KR,195,5,2,2,5,3,5,4,4,5,5,5,5,1,1,1,1,1,1,0,1,0,1,1,1,1,High school,Suburban,Male,Yes,19,Right,Christian (Other),Heterosexual,Indigenous/Native/White,No,Never married,4,1,2,3,3,5,3,3,3,4,4,5,5,4,2,1,4,4,4,4,3,1,2,1,1,1,1,3,1,1,3,5,5,5,5,5,5,5,5,4,4,4,5,4,3,4,4,4,4,5,3,Windows,Chrome,141,256,3.1,3.6,1.5,4.8,4.0,4.166666666666667,1
1504,US,112,3,1,1,2,3,5,4,4,4,2,1,4,1,1,0,1,0,0,0,1,0,0,1,1,1,High school,Urban,Female,No,20,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,3,5,5,3,5,5,4,5,2,3,4,1,3,2,3,3,3,3,4,3,4,4,4,4,4,5,4,5,5,4,3,3,5,5,5,4,5,4,3,5,3,3,3,2,2,3,3,3,3,5,3,Macintosh,Safari,7,128,4.1,2.9,4.2,4.2,3.0,2.8333333333333335,0
1507,US,204,3,2,3,4,1,5,1,1,3,2,3,4,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Suburban,Female,Yes,19,Left,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,3,1,1,1,2,1,4,1,1,1,1,3,3,1,1,2,2,1,1,2,1,5,3,4,4,5,4,3,4,5,3,5,4,4,2,4,2,5,4,5,4,2,4,3,3,3,3,5,2,5,3,iOS,Safari,44,220,1.4,1.7,4.0,3.9,3.3,2.6666666666666665,0
1508,US,86,2,2,2,3,2,5,2,3,2,1,2,5,0,1,0,1,1,0,0,1,0,0,1,1,1,High school,Suburban,Female,Yes,19,Right,Christian (Catholic),Bisexual,Indigenous/Native/White,Yes,Never married,2,2,4,2,3,3,3,1,1,2,1,2,2,1,2,3,1,1,1,1,1,4,5,2,5,5,5,5,5,4,2,5,1,5,2,2,2,5,4,5,5,4,2,3,4,2,2,4,3,4,2,Macintosh,Safari,13,121,2.2,1.5,4.2,3.6,3.0,2.5833333333333335,0
1509,US,216,5,2,3,3,4,4,4,2,5,5,1,5,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Male,Yes,19,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,2,5,3,5,3,3,5,4,4,5,3,1,3,1,2,5,3,2,3,2,5,4,4,4,3,3,3,3,3,4,5,3,5,5,5,3,5,5,3,3,5,4,5,4,5,5,5,5,5,5,5,Windows,Microsoft Internet Explorer,11,348,4.0,2.7,3.6,4.2,4.8,3.5833333333333335,1
1510,VN,290,2,3,3,4,3,3,2,3,2,2,3,3,1,0,0,1,1,0,0,1,0,1,0,1,1,High school,Urban,Female,No,24,Right,Buddhist,Bisexual,Asian,Yes,Never married,2,1,1,3,4,3,2,1,3,2,3,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,1,3,3,4,5,3,5,3,4,3,4,2,4,3,2,3,5,3,3,3,5,4,1,4,3,Windows,Firefox,109,305,2.3,5.0,3.2,3.3,3.4,2.75,0
1511,MX,141,4,1,3,5,3,4,4,3,4,5,3,3,1,1,1,1,1,0,1,1,0,1,1,1,1,University,Urban,Female,No,24,Right,Agnostic,Heterosexual,Indigenous/Native/White,No,Never married,1,4,5,5,5,4,5,5,5,5,2,1,3,1,2,2,1,1,1,1,4,3,3,2,2,2,3,3,4,3,4,3,4,5,4,2,4,4,3,3,5,3,5,5,5,5,5,4,4,5,5,Macintosh,Safari,2,128,4.5,1.7,2.9,3.7,4.6,3.5,1
1512,US,123,4,2,4,2,3,4,1,3,3,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Graduate,Suburban,Female,Yes,30,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,Yes,Never married,2,2,4,3,3,3,4,2,4,4,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,3,4,3,3,2,4,3,2,2,3,4,4,4,5,5,5,5,4,5,4,5,4,4,Windows,Firefox,3,98,3.2,2.0,3.8,3.1,4.6,3.1666666666666665,0
1513,CA,163,4,2,4,2,1,4,2,5,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Graduate,Urban,Female,Yes,44,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Never married,2,5,5,5,5,5,5,3,5,5,5,3,3,2,4,3,3,5,2,2,5,5,5,2,5,5,3,5,5,5,5,4,1,5,3,2,1,4,3,4,4,5,5,5,5,5,5,5,5,5,5,Windows,Microsoft Internet Explorer,483,155,4.8,3.2,4.5,3.1,5.0,3.5,1
1515,US,269,4,3,1,1,1,4,3,4,2,1,1,4,1,1,0,1,1,0,0,1,0,1,1,1,1,University,Suburban,Female,Yes,20,Right,Agnostic,Heterosexual,Indigenous/Native/White,No,Never married,2,4,4,2,1,2,4,1,3,3,1,1,1,2,4,3,3,1,2,4,2,5,4,4,5,5,5,5,4,5,1,3,3,3,2,3,1,4,3,3,4,3,5,3,5,5,4,4,2,5,5,iOS,Safari,4,223,2.5,2.3,4.3,2.9,4.1,2.4166666666666665,0
1516,US,279,3,3,3,4,2,2,2,1,2,3,4,3,1,1,1,1,1,0,0,1,0,0,1,1,1,University,Suburban,Female,Yes,26,Right,Christian (Other),Heterosexual,Other,No,Never married,3,1,1,2,1,2,1,2,1,1,1,1,2,1,3,4,4,2,2,3,4,5,4,5,5,5,5,5,5,5,4,4,2,4,3,1,2,3,3,2,4,2,2,4,3,3,2,2,1,5,2,Windows,Firefox,92,391,1.3,2.6,4.8,2.8,2.6,2.6666666666666665,0
1517,VN,345,3,2,1,2,3,5,3,2,4,3,3,4,1,0,0,1,0,0,0,1,0,0,0,1,1,University,Urban,Female,No,23,Right,Other,Heterosexual,Asian,No,Never married,1,3,5,3,2,4,4,1,3,2,3,2,2,2,2,2,2,2,2,2,3,4,4,4,5,3,4,4,3,4,4,4,3,4,3,3,4,3,3,4,4,3,4,4,4,3,3,5,3,3,3,Windows,Firefox,81,288,3.0,2.1,3.9,3.5,3.5,2.9166666666666665,0
1522,US,412,4,3,4,3,4,5,3,4,3,5,4,4,1,1,1,1,1,1,1,0,1,1,1,1,1,High school,Rural,Male,Yes,18,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,3,4,3,2,3,4,2,4,2,3,1,3,4,1,2,4,2,2,4,2,3,4,4,3,4,1,5,3,4,5,5,4,1,5,1,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,Windows,Chrome,22,271,2.8,2.7,3.8,3.3,5.0,3.8333333333333335,1
1524,IN,196,5,5,4,5,5,5,5,4,5,2,4,3,1,0,0,1,1,0,0,1,0,0,1,1,1,High school,Rural,Male,Yes,20,Right,Hindu,Homosexual,Indigenous/Native/White,Yes,Never married,4,2,4,5,2,5,4,4,5,5,2,5,4,2,1,5,5,4,4,5,5,5,5,5,2,4,2,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,Linux,Firefox,426,332,3.8,4.0,4.1,4.8,4.9,4.333333333333333,1
1526,VN,407,3,1,3,2,2,3,2,2,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,University,Urban,Male,No,20,Right,Buddhist,Heterosexual,Asian,No,Never married,1,4,2,3,3,3,2,1,3,3,1,2,4,2,3,3,4,4,3,3,2,4,4,5,5,4,4,4,4,4,3,4,5,3,4,3,4,3,4,4,4,3,4,4,4,3,4,4,2,4,5,Windows,Chrome,4,528,2.5,3.0,4.1,3.8,3.7,2.5,0
1528,US,308,3,1,1,2,1,2,3,1,2,1,1,2,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Urban,Female,No,18,Right,Christian (Protestant),Bisexual,Asian,No,Never married,2,2,3,3,2,2,3,1,2,3,2,2,4,1,1,2,2,1,1,1,2,3,4,2,3,2,2,3,2,3,1,2,2,3,2,1,1,2,1,2,3,3,4,4,4,2,3,4,3,5,3,Linux,Chrome,6,228,2.3,1.7,2.5,1.9,3.5,1.6666666666666667,0
1533,CA,74,4,1,3,2,2,5,2,2,2,5,2,5,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Female,No,18,Right,Atheist,Heterosexual,Asian,No,Never married,3,1,4,3,3,4,4,2,3,3,2,3,3,1,2,4,3,2,2,2,2,4,5,2,4,4,4,4,4,5,4,2,1,4,2,2,1,2,3,4,3,4,4,5,3,3,4,2,2,4,5,Windows,Firefox,11,111,2.9,2.4,4.0,2.4,3.6,2.9166666666666665,0
1536,AU,211,5,2,3,3,4,4,4,4,4,5,3,4,1,1,0,1,1,1,0,1,0,1,1,1,1,Graduate,Rural,Male,Yes,39,Right,Christian (Other),Heterosexual,Indigenous/Native/White,Yes,Never married,2,1,2,3,2,3,3,2,2,2,2,4,4,4,4,4,4,5,5,5,4,5,4,5,5,4,4,4,4,4,3,4,4,5,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,Linux,Chrome,40,238,2.2,4.3,4.2,4.0,3.7,3.75,1
1537,US,271,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,0,0,1,0,1,1,1,1,Less than high school,Urban,Male,Yes,47,Right,Other,Heterosexual,Indigenous/Native/White,No,Previously married,2,4,3,2,4,4,4,3,4,5,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,4,1,2,3,5,2,2,2,1,1,3,5,1,2,1,5,5,3,5,5,4,5,5,4,1,Linux,Chrome,26,345,3.5,1.6,2.0,2.0,4.2,1.5,0
1539,US,238,5,1,3,2,3,5,3,3,2,2,3,3,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Urban,Female,Yes,44,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,3,3,5,3,3,4,5,2,2,2,2,2,1,2,2,3,2,4,3,1,3,5,1,2,5,4,5,4,2,5,2,1,1,5,4,1,4,5,4,3,4,4,5,5,4,4,5,4,3,5,5,Linux,Chrome,52,297,3.1,2.3,3.5,3.2,4.4,2.9166666666666665,0
1545,AU,205,5,1,1,4,1,2,2,1,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Graduate,Urban,Female,Yes,50,Right,Atheist,Bisexual,Indigenous/Native/White,Yes,Never married,4,3,3,5,4,4,5,3,4,4,3,4,4,2,3,3,5,4,4,5,3,4,3,5,3,3,4,4,4,5,4,5,1,3,5,1,1,3,3,2,1,5,5,5,5,5,5,5,5,5,5,Linux,Firefox,28,230,3.8,3.7,3.9,2.5,5.0,2.3333333333333335,0
